Sperm_Whales1_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales2_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales3_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales4_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales5_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales6_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales7_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales8_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales9_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales10_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales11_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales12_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales13_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales14_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales15_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales16_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales17_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales18_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales19_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales20_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales21_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales22_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales23_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales24_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales25_Nums,19,3559214.91551624,0,0,0,0,0,0,0,0,0,0
Sperm_Whales1_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales2_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales3_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales4_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales5_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales6_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales7_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales8_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales9_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales10_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales11_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales12_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales13_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales14_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales15_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales16_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales17_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales18_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales19_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales20_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales21_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales22_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales23_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales24_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales25_Nums,13,3787337.8502441,0,0,0,0,0,0,0,0,0,0
Sperm_Whales1_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales2_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales3_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales4_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales5_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales6_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales7_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales8_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales9_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales10_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales11_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales12_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales13_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales14_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales15_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales16_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales17_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales18_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales19_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales20_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales21_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales22_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales23_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales24_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales25_Nums,7,1290364.26528364,0,0,0,0,0,0,0,0,0,0
Sperm_Whales1_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales2_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales3_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales4_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales5_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales6_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales7_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales8_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales9_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales10_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales11_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales12_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales13_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales14_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales15_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales16_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales17_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales18_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales19_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales20_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales21_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales22_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales23_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales24_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales25_Nums,1,674007.201705337,0,0,0,0,0,0,0,0,0,0
Sperm_Whales1_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales2_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales3_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales4_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales5_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales6_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales7_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales8_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales9_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales10_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales11_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales12_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales13_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales14_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales15_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales16_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales17_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales18_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales19_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales20_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales21_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales22_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales23_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales24_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales25_Nums,6,4699171.86179638,0,0,0,0,0,0,0,0,0,0
Sperm_Whales1_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
Sperm_Whales2_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
Sperm_Whales3_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
Sperm_Whales4_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
Sperm_Whales5_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
Sperm_Whales6_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
Sperm_Whales7_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
Sperm_Whales8_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
Sperm_Whales9_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
Sperm_Whales10_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
Sperm_Whales11_Nums,12,2984003.24897433,0,0,0,0,0,0,0,0,0,0
